SCIENTIFIC_NAME,mean_SSI
Eriophorum viridicarinatum,1.251312165
Trifolium repens,0.541951931
Salix pyrifolia,0.719382652
Rhododendron groenlandicum,0.819425061
Lonicera involucrata,0.526169825
Populus tremuloides,0.235361895
Phleum pratense,0.48755568
Phalaris arundinacea,0.530328321
Deschampsia cespitosa,0.465205732
Rubus pubescens,0.436946207
Cornus canadensis,0.547276613
Lonicera dioica,0.505342691
Spiraea lucida,0.824581686
Linnaea borealis,0.567175584
Gymnocarpium dryopteris,0.812066748
Arctostaphylos uva-ursi,0.73943007
Diphasiastrum complanatum,1.505305571
Trifolium pratense,0.569898962
Equisetum sylvaticum,0.547235694
Picea mariana,0.869315792
Abies balsamea,0.679309206
Coptis trifolia,1.651028938
Carex brunnescens,0.758473261
Chamerion angustifolium,0.385462229
Lotus corniculatus,0.940249517
Hieracium umbellatum,0.380512685
Hieracium albiflorum,2.116431198
Vaccinium vitis-idaea,0.859512516
Symphyotrichum ciliolatum,0.364517304
Alnus viridis,0.602313524
Mertensia paniculata,0.397717101
Viola canadensis,0.474066405
Pinus contorta,0.429601618
Rosa acicularis,0.206214553
Castilleja miniata,0.840511801
Pyrola asarifolia,0.556401686
Equisetum arvense,0.222732054
Trientalis borealis,0.737557393
Salix scouleriana,0.825604757
Aralia nudicaulis,0.366100254
Maianthemum trifolium,0.943038792
Geum rivale,0.560998119
Galearis rotundifolia,0.957628466
Geum macrophyllum,0.446135812
Platanthera huronensis,0.556756038
Rubus idaeus,0.343247609
Rhinanthus minor,0.630140847
Corallorhiza trifida,1.452439798
Urtica dioica,0.387545664
Plantago major,0.569832676
Moneses uniflora,0.924215289
Lycopodium annotinum,0.712036761
Veronica americana,0.985106649
Luzula parviflora,0.747407889
Poa pratensis,0.373640423
Ranunculus acris,0.691170165
Rubus arcticus,0.80443282
Carex aurea,0.547783234
Ribes lacustre,0.53957239
Glyceria striata,0.518983196
Parnassia palustris,0.658955104
Spiranthes romanzoffiana,1.043033317
Vicia americana,0.25824456
Ribes oxyacanthoides,0.412342717
Ribes triste,0.49387802
Cornus sericea,0.3908585
Calamagrostis canadensis,0.418665633
Prosartes trachycarpa,0.576315409
Lathyrus ochroleucus,0.355632674
Achillea alpina,0.426424654
Juncus nodosus,0.602757726
Ribes hudsonianum,0.718360817
Caltha palustris,0.886376634
Cerastium arvense,0.713779015
Fragaria virginiana,0.262291679
Salix petiolaris,0.454462934
Scirpus microcarpus,0.565910562
Shepherdia canadensis,0.500678474
Mitella nuda,0.615148005
Listera cordata,0.94342143
Larix laricina,0.904963038
Goodyera repens,1.852298582
Bromus inermis,0.690119775
Galium boreale,0.254605606
Equisetum scirpoides,0.89279295
Alnus incana,0.754969626
Galium triflorum,0.467891002
Viburnum edule,0.438605867
Populus balsamifera,0.287148112
Equisetum pratense,0.597431126
Carex aquatilis,0.588929332
Taraxacum officinale,0.446988296
Carex disperma,0.811160076
Petasites frigidus,0.451143961
Carex microptera,0.845556824
Juncus bufonius,0.497724772
Alopecurus aequalis,0.485152103
Betula papyrifera,0.574363874
Achillea millefolium,0.204939724
Maianthemum canadense,0.390620144
Actaea rubra,0.374782993
Gaultheria hispidula,0.993640472
Osmorhiza depauperata,0.70992061
Senecio vulgaris,0.942906109
Picea glauca,0.439000824
Vaccinium myrtilloides,0.782628317
Halenia deflexa,0.880104655
Fallopia convolvulus,1.221916532
Eurybia conspicua,0.363634543
Potentilla norvegica,0.275555454
Pascopyrum smithii,0.465526918
Galeopsis tetrahit,0.555650307
Erigeron philadelphicus,0.973117673
Cirsium flodmanii,0.780658104
Brassica rapa,1.45932506
Medicago sativa,0.812630473
Melilotus officinalis,0.561282758
Artemisia absinthium,1.027040614
Symphoricarpos occidentalis,0.417163369
Silene latifolia,0.956397297
Mulgedium pulchellum,0.536626731
Symphyotrichum lanceolatum,0.533353772
Astragalus bisulcatus,1.889290513
Avena fatua,1.458510824
Cirsium arvense,0.510110116
Chenopodium album,0.754472481
Elymus repens,0.708430273
Artemisia ludoviciana,0.429091877
Carex foenea,0.452553245
Artemisia biennis,0.769773356
Hedysarum alpinum,0.627073933
Polygonum aviculare,0.633814443
Stachys palustris,0.491967521
Prunus virginiana,0.738042503
Rosa woodsii,0.378565218
Lepidium densiflorum,0.709160448
Thlaspi arvense,0.914820466
Amelanchier alnifolia,0.364934435
Maianthemum stellatum,0.421727872
Salix bebbiana,0.293890873
Sonchus arvensis,0.502830584
Thalictrum venulosum,0.436276839
Sisymbrium loeselii,1.148670729
Symphyotrichum laeve,0.614535647
Brassica napus,1.460573831
Prunus pensylvanica,0.728318632
Neslia paniculata,1.344145397
Setaria viridis,1.578961261
Erysimum cheiranthoides,0.665524285
Axyris amaranthoides,0.949890731
Erucastrum gallicum,0.865101403
Capsella bursa-pastoris,1.12262533
Salix planifolia,0.495282161
Polygonum erectum,0.891454323
Thermopsis rhombifolia,0.545081645
Androsace septentrionalis,0.523798634
Crepis tectorum,0.653544944
Pisum sativum,1.611997258
Elymus albicans,1.063193121
Potentilla anserina,0.521241067
Anemone multifida,0.581870508
Fragaria vesca,0.418497308
Corydalis aurea,1.450451123
Oxytropis campestris,0.864699182
Antennaria neglecta,0.820075897
Mentha arvensis,0.40564392
Hordeum jubatum,0.518203433
Zizia aptera,0.819290389
Cirsium vulgare,0.678809812
Lycopus asper,0.641876569
Carex atherodes,0.383377116
Agrostis scabra,0.262427124
Trifolium hybridum,0.583446715
Rumex occidentalis,0.394905679
Erigeron lonchophyllus,1.292927933
Lappula squarrosa,0.572521557
Antennaria parvifolia,0.639904871
Medicago lupulina,0.572934767
Arabis pycnocarpa,1.50608254
Symphyotrichum falcatum,0.43634343
Linaria vulgaris,0.785674201
Carum carvi,0.946297618
Juncus arcticus,0.394970899
Ribes americanum,0.671755342
Descurainia sophia,1.016603585
Penstemon procerus,0.966076116
Lysimachia maritima,0.502018942
Ranunculus cymbalaria,0.484483338
Symphyotrichum boreale,0.527291291
Rumex fueginus,0.727043458
Betula occidentalis,1.021761425
Symphyotrichum ericoides,0.959539716
Ranunculus sceleratus,0.552843866
Tanacetum vulgare,0.793971926
Erigeron pumilus,1.372723028
Calamagrostis stricta,0.386889466
Geum aleppicum,0.457506496
Salix discolor,0.403649064
Anemone cylindrica,0.965565834
Poa palustris,0.341776762
Puccinellia nuttalliana,0.66294505
Schoenoplectus acutus,0.582966757
Solidago altissima,0.360672385
Symphoricarpos albus,0.451163932
Bromus ciliatus,0.78905345
Elymus trachycaulus,0.282211989
Leymus innovatus,0.395035893
Allium cernuum,1.410173676
Agrimonia striata,0.878304706
Moehringia lateriflora,0.60159937
Viburnum opulus,1.068751487
Apocynum androsaemifolium,0.933721706
Sanicula marilandica,0.964991534
Anthoxanthum hirtum,0.937990474
Lysimachia ciliata,1.645701472
Corylus cornuta,0.85241505
Viola renifolia,0.554994723
Hackelia deflexa,0.984017549
Schizachne purpurascens,0.855515655
Sisyrinchium montanum,0.696390384
Heracleum sphondylium,0.552178429
Platanthera obtusata,1.270295422
Anemone canadensis,0.543359581
Geocaulon lividum,1.105461462
Pinus banksiana,1.20870023
Equisetum fluviatile,0.730460963
Elymus lanceolatus,0.832046651
Salix myrtillifolia,0.914678014
Betula X sargentii,0.899060148
Anemone virginiana,1.611968863
Lysimachia thyrsiflora,0.804098385
Ranunculus macounii,0.443575093
Scutellaria galericulata,0.47829262
Stellaria longifolia,0.5082991
Silene noctiflora,1.090874225
Acer negundo,1.479557899
Canadanthus modestus,1.081090567
Ribes glandulosum,0.569382409
Erysimum asperum,1.654076505
Avenula hookeri,1.57589857
Agropyron cristatum,0.808874564
Festuca saximontana,1.0772729
Chamaerhodos erecta,1.461794805
Bromus porteri,1.652598542
Potentilla pensylvanica,0.931663332
Erysimum inconspicuum,0.869668995
Tripleurospermum inodorum,1.12631578
Beckmannia syzigachne,0.499326516
Rosa arkansana,0.610833444
Bolboschoenus maritimus,0.682630921
Eleocharis palustris,0.31230323
Hordeum vulgare,1.395960409
Rumex triangulivalvis,0.641771821
Valeriana dioica,1.9920128
Pedicularis groenlandica,1.011814303
Comarum palustre,0.874252382
Vaccinium oxycoccos,1.032683593
Comandra umbellata,0.583140016
Eriophorum vaginatum,1.038252538
Potentilla supina,0.946612566
Carex utriculata,0.422009336
Triglochin maritima,0.473304983
Stellaria calycantha,0.713701445
Salix candida,0.913449142
Carex prairea,0.821883459
Salix athabascensis,1.421366693
Calla palustris,0.917597341
Equisetum hyemale,0.746830954
Carex trisperma,0.952810586
Rubus chamaemorus,0.969163385
Carex magellanica,0.993615719
Carex canescens,0.801344279
Carex tenuiflora,1.018655761
Galium aparine,1.619591229
Veronica peregrina,0.81134656
Convolvulus arvensis,1.540299735
Alisma triviale,0.624722371
Rumex crispus,0.469559698
Callitriche palustris,1.099641471
Persicaria lapathifolia,0.900704885
Rorippa palustris,0.495752031
Persicaria amphibia,0.346016158
Matricaria discoidea,0.764503856
Chenopodium simplex,2.037512542
Typha latifolia,0.204231324
Rumex pseudonatronatus,1.115704698
Solidago lepida,0.541237625
Potentilla rivalis,0.825771653
Potentilla argentea,0.714611
Arnica chamissonis,0.607145723
Tragopogon dubius,0.512223324
Koeleria macrantha,0.593130011
Astragalus agrestis,0.712746742
Senecio eremophilus,0.648138337
Andromeda polifolia,1.046034041
Salix pedicellaris,0.913879015
Dasiphora fruticosa,0.713743919
Menyanthes trifoliata,0.951532798
Carex leptalea,0.913793999
Vaccinium cespitosum,0.636145798
Juncus albescens,1.21528157
Stellaria longipes,0.896543285
Epilobium palustre,0.758760813
Carex vaginata,0.918514343
Triantha glutinosa,1.095342055
Mitella pentandra,2.6266623
Pedicularis labradorica,1.150646823
Eleocharis quinqueflora,1.280329511
Bistorta vivipara,1.168782069
Glyceria grandis,0.539792266
Piptatherum pungens,1.824791609
Dactylorhiza viridis,0.925105754
Geranium bicknellii,0.880687156
Packera cana,1.131193433
Carex lacustris,0.706367651
Astragalus americanus,0.688821896
Pyrola chlorantha,0.945228828
Chenopodium capitatum,0.903515669
Dracocephalum parviflorum,0.787683487
Monarda fistulosa,1.728359827
Arnica cordifolia,0.818998506
Symphyotrichum puniceum,0.536884684
Scirpus atrocinctus,1.067604541
Agastache foeniculum,1.326132506
Cerastium nutans,1.276558355
Lilium philadelphicum,0.901698334
Carex stipata,1.376385262
Cerastium fontanum,0.786085685
Dactylis glomerata,0.927345235
Carex bebbii,0.427895562
Juncus tenuis,0.854430672
Festuca rubra,0.55732463
Solidago canadensis,0.720894287
Festuca hallii,0.91809369
Ribes hirtellum,0.485172599
Carex crawfordii,0.53397424
Arnica fulgens,1.020223066
Gnaphalium uliginosum,1.263269509
Gnaphalium palustre,1.055889766
Sagittaria latifolia,1.896450765
Stellaria media,0.933759752
Sium suave,0.364498798
Salix exigua,0.769488415
Artemisia frigida,0.527975426
Antennaria microphylla,0.735546238
Lygodesmia juncea,0.959657954
Viola adunca,0.672775169
Glycyrrhiza lepidota,0.435428576
Gaillardia aristata,0.89964722
Elaeagnus commutata,0.485020922
Carex praticola,1.365492483
Geum triflorum,0.744280968
Astragalus laxmannii,1.248638833
Bromus tectorum,1.037139794
Poa compressa,0.687200945
Campanula rotundifolia,0.497066561
Collomia linearis,0.935628282
Hesperostipa curtiseta,1.244195527
Heuchera richardsonii,0.947475717
Persicaria maculosa,0.795769328
Carex sychnocephala,0.861454073
Anemone patens,1.365167829
Carex duriuscula,0.632666836
Hesperostipa comata,0.683076032
Bouteloua gracilis,0.62710367
Pediomelum argophyllum,1.965123669
Nassella viridula,0.422929312
Glyceria pulchella,1.343736336
Heterotheca villosa,0.573313765
Carex siccata,0.991426442
Artemisia campestris,1.705663502
Opuntia fragilis,1.448893081
Selaginella densa,0.563034875
Silene drummondii,0.969431829
Potentilla hippiana,0.775682496
Lithospermum incisum,1.307042602
Solidago missouriensis,0.956805322
Opuntia polyacantha,0.641673461
Ceratophyllum demersum,0.297622383
Salix pseudomonticola,0.765753899
Eriophorum angustifolium,1.107886995
Stuckenia pectinata,0.423561768
Utricularia vulgaris,0.718369601
Schoenoplectus pungens,0.599582956
Stuckenia filiformis,0.533952046
Conyza canadensis,0.932158368
Epilobium ciliatum,0.34402511
Kochia scoparia,1.043085321
Solanum triflorum,1.943650632
Melilotus albus,0.601650466
Campanula rapunculoides,2.166527438
Potentilla bipinnatifida,0.992764072
Erodium cicutarium,1.513357008
Pseudoroegneria spicata,1.55430023
Amaranthus retroflexus,1.785475193
Galium trifidum,0.619749049
Lemna turionifera,0.320933311
Sonchus asper,0.737639278
Bidens cernua,0.47314004
Carex inops,1.239532928
Eleocharis acicularis,0.518435028
Potentilla gracilis,0.490060329
Veronica scutellata,1.599608955
Glyceria borealis,0.895563499
Erigeron glabellus,0.783237147
Astragalus canadensis,0.673805076
Lathyrus venosus,1.13965974
Malva neglecta,1.910705014
Sinapis arvensis,1.535765225
Lactuca serriola,0.984735909
Avena sativa,1.748014747
Puccinellia distans,1.034340616
Penstemon gracilis,1.59039462
Carex obtusata,2.32037862
Carex tenera,1.415183052
Carex douglasii,1.321457141
Agoseris glauca,0.897215636
Danthonia intermedia,1.53476673
Carex sartwellii,0.43543642
Poa interior,0.7384331
Spiraea alba,1.25735438
Oxytropis splendens,1.861800404
Toxicoscordion venenosum,1.424984007
Carex pellita,0.506945288
Orthocarpus luteus,1.397787793
Grindelia squarrosa,0.513159974
Solidago rigida,1.168890469
Erigeron caespitosus,0.991091383
Carex praegracilis,0.618917895
Calamagrostis montanensis,0.776108205
Drymocallis arguta,1.728203097
Rumex stenophyllus,1.310998774
Linum rigidum,1.501191152
Gutierrezia sarothrae,0.868123254
Sphaeralcea coccinea,0.519450609
Orobanche fasciculata,1.260949576
Dalea purpurea,1.613946062
Eriogonum flavum,2.533683212
Phlox hoodii,0.770123216
Oenothera suffrutescens,0.881599578
Astragalus flexuosus,1.387011031
Astragalus pectinatus,0.850511156
Potentilla concinna,1.272052057
Pyrola elliptica,1.175112444
Scolochloa festucacea,0.6506848
Cirsium undulatum,0.832938018
Poa arida,1.205488637
Turritis glabra,3.014056817
Pyrrocoma lanceolata,1.699613575
Salix serissima,0.721138481
Spartina gracilis,1.151746859
Muhlenbergia richardsonis,1.650116471
Fagopyrum tataricum,1.513273549
Ranunculus hyperboreus,1.20737377
Chenopodium glaucum,0.682833888
Schoenoplectus tabernaemontani,0.48933509
Carex rostrata,0.660140419
Juncus longistylis,0.675723059
Spergularia salina,0.891973424
Plagiobothrys scouleri,1.17442347
Spergula arvensis,2.108185107
Plantago elongata,2.054477416
Xanthisma spinulosum,1.399302477
Krascheninnikovia lanata,1.369434781
Poa secunda,0.791608237
Oenothera biennis,1.650483558
Ratibida columnifera,0.736071151
Gentianella amarella,0.879109446
Chenopodium pratericola,1.128195549
Arnica sororia,1.558130133
Distichlis spicata,0.583621874
Androsace occidentalis,1.64966386
Carex brevior,1.082922504
Echinochloa crusgalli,1.197648345
Salsola tragus,2.105320424
Atriplex prostrata,0.715847018
Helenium autumnale,1.852757057
Ranunculus gmelinii,0.533148687
Plantago eriopoda,1.505504989
Crepis runcinata,2.737435024
Lappula occidentalis,1.227360734
Symphyotrichum ciliatum,0.677381435
Astragalus cicer,0.979561758
Suaeda calceoliformis,0.657405568
Zigadenus elegans,1.150377461
Equisetum laevigatum,1.143895981
Thalictrum occidentale,1.312457404
Atriplex gardneri,1.275797966
Caragana arborescens,1.355261854
Monolepis nuttalliana,0.635212551
Populus deltoides,1.84999347
Fagopyrum esculentum,1.844661968
Sisymbrium altissimum,1.041399019
Salix interior,1.090844462
Cicuta maculata,0.405893147
Limosella aquatica,1.325719323
Escobaria vivipara,1.17672715
Astragalus crassicarpus,1.725271742
Delphinium glaucum,0.800330707
Pyrola minor,1.298990003
Oryzopsis asperifolia,1.260121956
Carex deweyana,0.820070373
Dryopteris expansa,0.952493457
Corallorhiza maculata,1.382660647
Botrychium virginianum,0.723494814
Ranunculus abortivus,1.056970385
Geranium richardsonii,1.549936081
Leucanthemum vulgare,1.55430023
Potamogeton friesii,0.342166136
Oxytropis deflexa,1.427413547
Oxytropis sericea,2.518485728
Solidago gigantea,1.708196821
Linum lewisii,0.789373162
Liatris punctata,1.10959637
Lolium persicum,2.415229458
Vaccaria hispanica,3.16227766
Amaranthus albus,3.076479332
Lamium amplexicaule,2.350623159
Lepidium ramosissimum,1.197711071
Artemisia cana,0.506783013
Sagittaria cuneata,0.630006809
Euphorbia serpyllifolia,2.697945805
Agrostis stolonifera,0.595339656
Streptopus amplexifolius,0.883275192
Lithospermum ruderale,1.805393071
Bromus biebersteinii,1.697276967
Arabidopsis lyrata,1.859325949
Cardamine pensylvanica,0.995016954
Geranium viscosissimum,0.982337832
Allium textile,1.948687919
Primula incana,1.370172514
Packera paupercula,1.049864609
Carex filifolia,2.761204922
Erigeron acris,0.951849121
Boechera grahamii,1.83865181
Plantago patagonica,1.410257761
Penstemon confertus,1.95740816
Sorbus scopulina,1.011356979
Bromus pumpellianus,1.24243853
Juncus dudleyi,1.985973202
Chenopodium rubrum,1.140485595
Chenopodium fremontii,0.962039437
Stuckenia vaginata,1.10318519
Stellaria crassifolia,0.811011449
Salix arbusculoides,0.718378187
Sparganium eurycarpum,0.797987677
Acorus americanus,2.951667527
Cicuta virosa,2.930299527
Nuphar variegata,0.836225084
Hippuris vulgaris,0.607463392
Calamagrostis rubescens,1.886067798
Clematis occidentalis,1.977523145
Orthilia secunda,0.75514799
Schedonorus pratensis,1.405456738
Triglochin palustris,0.740003979
Erigeron peregrinus,2.905150026
Lemna trisulca,0.512749138
Lonicera villosa,0.703809089
Juniperus communis,1.65574669
Potamogeton pusillus,0.48965729
Salix glauca,1.389266136
Platanthera orbiculata,1.511839015
Muhlenbergia asperifolia,2.695773797
Solidago multiradiata,1.421013401
Amaranthus blitoides,1.697276967
Carex atrosquama,1.978412379
Pedicularis bracteosa,2.601859923
Maianthemum racemosum,1.561640876
Carex atratiformis,2.529891064
Corallorhiza striata,1.172191407
Asclepias speciosa,1.648674388
Salicornia rubra,0.901801675
Betula neoalaskana,0.741456336
Hudsonia tomentosa,3.16227766
Carex tonsa,3.16227766
Chamaedaphne calyculata,1.243368392
Kalmia polifolia,1.739768904
Melampyrum lineare,1.429462678
Solidago simplex,1.314150219
Verbena bracteata,1.797542104
Xanthium strumarium,1.025658404
Caltha natans,1.13049633
Sonchus oleraceus,0.970372888
Helianthus annuus,2.05580578
Festuca idahoensis,1.971402241
Arabis holboellii,1.862572278
Dieteria canescens,1.967815843
Eleocharis erythropoda,1.027744986
Psoralidium lanceolatum,2.722660037
Pinus X,2.230708806
Vaccinium uliginosum,1.027210355
Hymenoxys richardsonii,1.714043551
Lupinus sericeus,2.576597245
Thinopyrum intermedium,1.411880915
Salix maccalliana,0.811816893
Arctium minus,2.103477253
Ribes aureum,1.748014747
Bromus japonicus,1.521265296
Salix lasiandra,0.566330865
Salix amygdaloides,2.108185107
Carex gynocrates,0.911447162
Empetrum nigrum,1.470109831
Ranunculus lapponicus,1.286364193
Phragmites australis,1.446381492
Sparganium angustifolium,0.732811352
Epilobium leptophyllum,0.790569115
Carex diandra,0.839137465
Chrysosplenium tetrandrum,0.96314931
Thalictrum sparsiflorum,1.528712694
Adoxa moschatellina,1.135265064
Circaea alpina,0.868788887
Myrica gale,1.529801338
Trientalis europaea,2.153914711
Dryopteris carthusiana,1.123072634
Drosera rotundifolia,1.133746631
Sarracenia purpurea,1.988810192
Carex limosa,0.968432402
Drosera linearis,2.97823377
Carex lasiocarpa,0.817081154
Sibbaldiopsis tridentata,1.381297618
Aquilegia brevistyla,2.53199006
Lycopodium dendroideum,1.173647743
Carex interior,0.981493826
Arctous rubra,1.951311858
Cicuta bulbifera,0.844776027
Castilleja raupii,1.691417663
Rhododendron tomentosum,1.715174362
Eriophorum brachyantherum,1.949771128
Carex capillaris,1.579715341
Salix pseudomyrsinites,0.885093
Carex media,1.228439513
Polemonium acutiflorum,1.057873514
Athyrium filix-femina,1.089440747
Carex loliacea,2.381749614
Equisetum palustre,0.487882751
Calypso bulbosa,3.034463191
Eriophorum chamissonis,1.486701654
Corydalis sempervirens,1.675844929
Rumex britannica,1.584389575
Cryptogramma acrostichoides,3.16227766
Potamogeton richardsonii,0.253794977
Isoetes echinospora,3.16227766
Lycopus uniflorus,0.641476955
Potamogeton gramineus,0.809606402
Saxifraga tricuspidata,3.16227766
Polypodium virginianum,3.16227766
Carex chordorrhiza,1.055318053
Galium labradoricum,0.877363213
Ranunculus pensylvanicus,1.629852236
Cinna latifolia,1.994069704
Eriophorum gracile,0.989515377
Pedicularis parviflora,1.114490894
Tephroseris palustris,1.303638255
Woodsia ilvensis,3.16227766
Platanthera dilatata,1.119467202
Carex viridula,1.332075964
Viola palustris,1.26475773
Trichophorum alpinum,1.048036131
Utricularia intermedia,0.888011314
Carex pauciflora,0.845212799
Utricularia minor,1.12321298
Thalictrum dasycarpum,1.642305895
Polypodium sibiricum,3.16227766
Phacelia franklinii,2.803522818
Carex deflexa,2.509644283
Salix prolixa,1.973220476
Salix boothii,2.823419028
Malaxis monophyllos,2.922630923
X Elyleymus,1.89204826
Sphenopholis intermedia,1.692438058
Astragalus alpinus,1.404356528
Euthamia graminifolia,1.468814402
Abies bifolia,0.92170973
Rubus pedatus,1.034594307
Vaccinium membranaceum,1.449039428
Spirodela polyrhiza,0.67447842
Schedonorus arundinaceus,1.134771262
Carex scirpoidea,2.42013556
Agropyron fragile,1.972404962
Draba nemorosa,3.049473382
Rhamnus alnifolia,1.249989103
Juncus filiformis,1.516456029
Tiarella trifoliata,1.566428254
Salix brachycarpa,1.251431832
Salix famelica,1.178948398
Solidago mollis,1.892935538
Ranunculus aquatilis,0.703388561
Antennaria rosea,1.91016356
Peritoma serrulata,1.47288621
Juncus alpinoarticulatus,0.771066129
Muhlenbergia glomerata,2.395225476
Luzula multiflora,2.136197659
Trisetum spicatum,1.290994449
Carex houghtoniana,1.884751893
Matricaria chamomilla,1.414213562
Juncus vaseyi,1.339124905
Kalmia microphylla,1.80368519
Salix drummondiana,1.497740861
Eleocharis macrostachya,1.659733611
Cypripedium parviflorum,2.716059759
Erigeron elatus,2.783147103
Elymus canadensis,1.748014747
Lycopodium lagopus,1.66431736
Chrysosplenium iowense,1.580829946
Alopecurus arundinaceus,1.521069357
Myriophyllum sibiricum,0.396559452
Lycopus americanus,0.763536
Castilleja occidentalis,1.911699367
Carex athrostachya,1.283092235
Callitriche hermaphroditica,1.230668277
Ruppia cirrhosa,0.98526252
Scirpus cyperinus,0.868679932
Carex pseudocyperus,1.330752717
Potamogeton natans,0.843951674
Potamogeton zosteriformis,0.89855088
Juncus brevicaudatus,2.580294924
Scheuchzeria palustris,1.098013533
Carex heleonastes,2.47512366
Nymphaea leibergii,1.803914492
Najas flexilis,1.392704605
Potamogeton alpinus,1.28959825
Epilobium halleanum,1.653267041
Zizania aquatica,1.735128105
Carex livida,0.960753547
Drosera anglica,0.958786416
Psathyrostachys juncea,1.023917538
Potamogeton praelongus,0.842959597
Senecio triangularis,3.009448957
Tofieldia pusilla,2.643094496
Potamogeton obtusifolius,1.05783977
Cypripedium passerinum,1.809568441
Juncus confusus,1.560683401
Carex capitata,1.736309706
Potamogeton strictifolius,0.853096736
Potamogeton robbinsii,1.980265377
Myriophyllum verticillatum,0.596434928
Polypogon monspeliensis,2.930516245
Equisetum variegatum,2.479299275
Anemone parviflora,2.703305675
Juniperus horizontalis,2.692580665
Phleum alpinum,2.641583745
Veronica alpina,2.690961793
Nymphaea tetragona,3.016286313
Iva axillaris,0.805397389
Helianthus nuttallii,1.561002559
Alopecurus pratensis,1.610152972
Spergularia diandra,1.250721127
Alisma gramineum,1.070003969
Zannichellia palustris,2.04772534
Potamogeton foliosus,1.50558706
Bidens frondosa,1.961511229
Elodea canadensis,0.823254805
Elodea bifoliata,1.000388912
Polygonum ramosissimum,1.515247717
Sparganium emersum,2.412447193
Shepherdia argentea,1.172125934
Ambrosia artemisiifolia,1.523318805
Agrostis exarata,1.748014747
Aruncus dioicus,1.928058515
Descurainia pinnata,2.756467308
Elaeagnus angustifolia,1.290994449
Paronychia sessiliflora,2.620179434
Potentilla glaucophylla,2.68698301
Ranunculus flammula,2.625477699
Carex oligosperma,3.16227766
Potamogeton amplifolius,3.022156257
Sparganium natans,1.709678089
Viola nephrophylla,2.844454083
Anemone richardsonii,3.006357461
Cassiope tetragona,2.76808137
Cypripedium acaule,3.149603549
Arctagrostis latifolia,2.932030463
Senecio lugens,3.034975906
Eriophorum scheuchzeri,3.019538496
Hypericum majus,3.16227766
Carex arcta,2.97957463
Impatiens capensis,2.777093412
Carex buxbaumii,3.027211014
